Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2019,1,3,21:00,UTC,7,1024.1,90,0,7,-13.9,-15.2,50000,294,1.3,0.9
2019,1,3,22:00,UTC,7,1022.4,90,0,7,-11.9,-13.2,42400,179,8.1,1.9
2019,1,3,23:00,UTC,8,1021.5,88,0,7,-10.6,-12.2,50000,216,1.9,1.4
2019,1,4,00:00,UTC,8,1020.4,91,0,7,-9.3,-10.5,50000,272,5.8,3.5
2019,1,4,01:00,UTC,8,1019,94,0,7,-8.2,-9,10340,244,3.4,2.2
2019,1,4,02:00,UTC,8,1017.3,90,0,7,-6.2,-7.6,3570,306,4.9,3.5
2019,1,4,03:00,UTC,8,1015.5,97,0.4,7,-4,-4.4,1920,323,4.9,2.7
2019,1,4,04:00,UTC,7,1013.9,96,0,8,-2.3,-2.8,1810,227,12.9,5.5
2019,1,4,05:00,UTC,8,1012.1,97,0.4,8,-2,-2.5,1830,254,5.1,2.7
2019,1,4,06:00,UTC,8,1011,97,0,8,-1.7,-2.2,3170,275,5.7,2.6
2019,1,4,07:00,UTC,8,1010,98,0,8,-1.3,-1.6,5630,285,6.7,3.4
2019,1,4,08:00,UTC,8,1009.2,100,0,8,-0.7,-0.7,8590,273,5.8,3.9
2019,1,4,09:00,UTC,9,1008.9,100,0,9,-0.2,-0.2,900,234,2.1,1.6
2019,1,4,10:00,UTC,8,1007.7,100,0.3,10,0,0,2100,216,3.9,2.9
2019,1,4,11:00,UTC,9,1006.4,100,0,10,0.2,0.2,780,224,4.1,3.1
2019,1,4,12:00,UTC,8,1006.2,100,0,10,0.2,0.2,4840,317,4.7,3.5
2019,1,4,13:00,UTC,8,1006,100,0,10,0.2,0.2,710,323,5,3.6
2019,1,4,14:00,UTC,8,1006,100,0.3,10,0.1,0.1,12610,342,6.1,4.6
2019,1,4,15:00,UTC,8,1006.3,100,0,10,-0.1,-0.1,42450,360,7.9,6.3
2019,1,4,16:00,UTC,8,1006.6,98,0,10,-0.5,-0.7,50000,2,10.1,7
2019,1,4,17:00,UTC,8,1006.8,97,0,10,-0.9,-1.3,50000,360,10.3,7.3
2019,1,4,18:00,UTC,8,1007.3,96,0,10,-1.3,-1.9,5240,12,9.2,6.5
2019,1,4,19:00,UTC,8,1007.9,92,0,10,-1.6,-2.7,50000,22,8.5,6
2019,1,4,20:00,UTC,8,1008.6,91,0,10,-2.7,-3.9,27250,11,10.1,7.3
2019,1,4,21:00,UTC,8,1009,92,0,10,-2.9,-4.1,50000,18,9,6.8
2019,1,4,22:00,UTC,8,1009.9,90,0,10,-3.5,-4.9,50000,18,9.8,6.2
2019,1,4,23:00,UTC,8,1010.5,92,0,10,-3.9,-5.1,50000,9,10.2,5.6
2019,1,5,00:00,UTC,8,1011.3,93,0,10,-4.2,-5.1,13660,20,8,5.9
2019,1,5,01:00,UTC,8,1012.1,95,0,9,-4.5,-5.1,16210,30,8.2,5.1
2019,1,5,02:00,UTC,8,1012.8,93,0,9,-4.9,-5.8,50000,24,9.2,6
2019,1,5,03:00,UTC,8,1013.4,93,0,9,-5.2,-6.1,24890,13,9.7,6.2
2019,1,5,04:00,UTC,8,1014.3,94,0,9,-5.4,-6.3,27530,26,8.2,5.8
2019,1,5,05:00,UTC,8,1015,91,0,9,-5.6,-6.8,50000,30,8.9,6.3
2019,1,5,06:00,UTC,8,1016.1,91,0,9,-5.7,-7,44800,33,6.2,4.4
2019,1,5,07:00,UTC,8,1016.8,90,0,9,-5.7,-7.1,50000,21,7.5,5.1
2019,1,5,08:00,UTC,8,1017.4,90,0,9,-5.8,-7.2,37640,19,7.1,4.8
2019,1,5,09:00,UTC,8,1018.3,90,0,9,-5.7,-7.1,32130,4,6.8,5.2
2019,1,5,10:00,UTC,8,1018.5,89,0,9,-5.7,-7.3,26050,18,6.5,4.6
2019,1,5,11:00,UTC,4,1018.5,88,0,9,-5.6,-7.3,40930,9,7.3,5.2
2019,1,5,12:00,UTC,7,1019.1,88,0,9,-5.5,-7.2,50000,13,7,5.4
2019,1,5,13:00,UTC,8,1019.6,89,0,9,-5.7,-7.2,49180,22,6.8,4.1
2019,1,5,14:00,UTC,8,1020.1,90,0,9,-5.5,-6.8,49140,4,6.5,4.7
2019,1,5,15:00,UTC,8,1020.3,90,0,9,-5.6,-6.9,50000,12,4.7,3.6
2019,1,5,16:00,UTC,8,1021.2,92,0,9,-5.6,-6.7,50000,6,5.8,4.1
2019,1,5,17:00,UTC,8,1021.5,90,0,9,-5.8,-7.2,50000,6,6.4,4.7
2019,1,5,18:00,UTC,8,1021.8,88,0,9,-6.1,-7.7,50000,17,6.1,4.5
2019,1,5,19:00,UTC,8,1022.3,90,0,9,-6.2,-7.6,50000,360,5.4,3.8
2019,1,5,20:00,UTC,8,1022.5,93,0,9,-6.6,-7.6,50000,343,3.9,3
2019,1,5,21:00,UTC,8,1022.6,93,0,9,-6.7,-7.7,50000,358,4.7,3.4
2019,1,5,22:00,UTC,8,1022.7,94,0,9,-7.1,-7.9,19050,355,4.8,3.5
2019,1,5,23:00,UTC,8,1022.9,94,0,9,-7.3,-8,2980,346,4.5,3
2019,1,6,00:00,UTC,8,1023.1,95,0,9,-7.6,-8.3,7430,11,3.2,2
2019,1,6,01:00,UTC,8,1023.1,96,0,10,-7.4,-7.9,50000,351,2,1.4
2019,1,6,02:00,UTC,8,1023.2,98,0,10,-7.5,-7.8,31420,302,2.7,2
2019,1,6,03:00,UTC,8,1023.3,99,0,10,-7.5,-7.6,6240,291,2.5,1.6
2019,1,6,04:00,UTC,8,1023.3,97,0,10,-7.4,-7.8,50000,256,2.8,1.9
2019,1,6,05:00,UTC,8,1023.3,97,0,10,-7.3,-7.7,50000,255,2.2,1.5
2019,1,6,06:00,UTC,8,1023.4,96,0,10,-7.3,-7.8,50000,235,1.6,1.1
2019,1,6,07:00,UTC,8,1023.5,96,0,10,-7.2,-7.8,50000,224,2.1,1.5
2019,1,6,08:00,UTC,8,1023.5,96,0,9,-6.7,-7.2,50000,217,6.5,2.2
2019,1,6,09:00,UTC,8,1023.6,95,0,10,-6.3,-7,50000,240,3.2,2.4
2019,1,6,10:00,UTC,8,1023.4,93,0,9,-5.6,-6.6,50000,238,2.8,2.3
2019,1,6,11:00,UTC,8,1023.1,90,0,9,-4.8,-6.1,50000,250,3.1,2.1
2019,1,6,12:00,UTC,8,1023.1,89,0,9,-4.1,-5.7,50000,239,3.5,2.4
2019,1,6,13:00,UTC,8,1023,86,0,9,-3.6,-5.5,50000,245,5.1,3.4
2019,1,6,14:00,UTC,8,1022.8,88,0,9,-3,-4.7,50000,236,4.2,3.2
2019,1,6,15:00,UTC,8,1022.4,88,0,9,-2.6,-4.3,50000,250,6.1,3.9
2019,1,6,16:00,UTC,8,1022.1,88,0,9,-2.1,-3.8,50000,227,5.4,3.7
2019,1,6,17:00,UTC,8,1021.6,89,0,9,-1.6,-3.2,48870,324,5.7,4
2019,1,6,18:00,UTC,8,1021.1,92,0,9,-1,-2.2,50000,309,4.9,3
2019,1,6,19:00,UTC,8,1020.4,98,0,9,-0.8,-1.1,6000,310,4,2.9
2019,1,6,20:00,UTC,8,1020.2,99,0.5,9,-1,-1.1,2350,311,5.2,3.5
2019,1,6,21:00,UTC,8,1019.7,100,0,9,-0.7,-0.7,4490,317,5.5,3.9
2019,1,6,22:00,UTC,8,1019,100,0,9,-0.2,-0.2,1730,299,5.8,4.2
2019,1,6,23:00,UTC,8,1018.2,100,0,9,0,0,1710,207,3.8,2.8
2019,1,7,00:00,UTC,8,1017.6,100,0,10,0.5,0.5,7780,230,5.5,4
2019,1,7,01:00,UTC,8,1017.1,100,0,10,0.9,0.9,5010,229,5.4,3.9
2019,1,7,02:00,UTC,8,1016.5,100,0.5,10,1.3,1.3,3360,234,5.1,3.7
2019,1,7,03:00,UTC,8,1015.9,100,0,9,1.3,1.3,4160,247,5.7,4.1
2019,1,7,04:00,UTC,8,1015.2,100,0,9,1.4,1.4,2960,252,5.5,4
2019,1,7,05:00,UTC,8,1014.6,100,0,9,1.4,1.4,2960,261,6.2,4.4
2019,1,7,06:00,UTC,8,1014.7,100,0,9,1.4,1.4,7830,270,7.5,5.5
2019,1,7,07:00,UTC,8,1014.4,100,0,9,1.2,1.2,1530,260,5.6,4
2019,1,7,08:00,UTC,9,1014.3,100,0,9,1.2,1.2,1210,265,4.8,3.8
2019,1,7,09:00,UTC,8,1014.1,100,0,8,1.7,1.7,16810,276,5.6,4.3
2019,1,7,10:00,UTC,8,1013.9,100,0,8,1.7,1.7,15780,284,6.7,4.8
2019,1,7,11:00,UTC,8,1013.5,100,0,8,1.7,1.7,26850,273,5.9,4.2
2019,1,7,12:00,UTC,8,1013.3,100,0,8,1.4,1.4,2280,279,5.7,3.8
2019,1,7,13:00,UTC,8,1013.1,100,0,7,1.2,1.2,11060,298,6.5,4.8
2019,1,7,14:00,UTC,8,1013,100,0,8,0.7,0.7,32820,274,4.6,3.2
2019,1,7,15:00,UTC,8,1012.6,97,0,8,0.6,0.2,26840,292,5.3,3.7
2019,1,7,16:00,UTC,7,1012.3,97,0,7,0.1,-0.3,28060,265,5.4,4.1
2019,1,7,17:00,UTC,8,1012,97,0,8,-0.2,-0.7,50000,276,6.1,4.4
2019,1,7,18:00,UTC,8,1011.2,98,0,8,-0.6,-0.9,41370,291,5.5,4.1
2019,1,7,19:00,UTC,8,1010.4,97,0,8,-0.6,-1,46040,271,3.7,2.7
2019,1,7,20:00,UTC,8,1009.8,99,0,8,-0.8,-0.9,27610,267,3.2,2.1
2019,1,7,21:00,UTC,8,1009.1,100,0,8,-0.9,-0.9,14750,223,3.5,1.4
2019,1,7,22:00,UTC,8,1008.4,100,0,8,-1.1,-1.1,6730,227,1.6,1.2
2019,1,7,23:00,UTC,8,1007.5,100,0,8,-1,-1,3400,172,2.6,1.7
2019,1,8,00:00,UTC,9,1006.6,100,0,8,-1,-1,190,125,2.3,2
2019,1,8,01:00,UTC,9,1005.6,100,0,8,-0.9,-0.9,280,107,3.6,2.5
2019,1,8,02:00,UTC,8,1004.5,100,0.8,8,-0.9,-0.9,1110,103,3.8,2.7
2019,1,8,03:00,UTC,8,1003.3,100,0.3,8,-0.3,-0.3,1760,102,3.5,2.9
2019,1,8,04:00,UTC,8,1002.5,100,2,8,0,0,1090,118,5,3.5
2019,1,8,05:00,UTC,8,1001.7,100,0.7,10,0.1,0.1,2010,127,4.9,4
2019,1,8,06:00,UTC,8,1001.2,100,0.4,10,0.1,0.1,3660,126,4.6,3.8
2019,1,8,07:00,UTC,8,1000.9,100,0.4,11,0.2,0.2,3510,122,4,2.8
2019,1,8,08:00,UTC,8,1000.8,100,0,12,0.4,0.4,2460,159,4,2.6
2019,1,8,09:00,UTC,8,1000.6,100,0.4,12,0.6,0.6,2770,146,3.5,2.3
2019,1,8,10:00,UTC,8,1000.3,100,0,12,0.7,0.7,10300,174,4.1,2.9
2019,1,8,11:00,UTC,8,1000.1,100,0.4,12,0.7,0.7,5480,173,3.8,2.4
2019,1,8,12:00,UTC,8,999.8,100,0,11,0.5,0.5,8870,150,2.7,2.1
2019,1,8,13:00,UTC,8,999.8,100,0.3,11,0.2,0.2,3770,112,3.4,2.5
2019,1,8,14:00,UTC,8,999.7,100,0,11,0.1,0.1,2920,115,4.5,3.5
2019,1,8,15:00,UTC,8,999.8,100,0,11,-0.1,-0.1,2560,119,4.3,3.2
2019,1,8,16:00,UTC,7,1000.1,100,0.2,11,-0.3,-0.3,2850,114,3.1,2.4
2019,1,8,17:00,UTC,8,1000.2,100,0.3,11,-0.3,-0.3,3220,108,3.4,2.5
2019,1,8,18:00,UTC,7,1000.4,100,0.2,11,-0.4,-0.4,2400,102,4.2,3
2019,1,8,19:00,UTC,7,1000.7,100,0.5,11,-0.5,-0.5,2720,105,4.6,2.7
2019,1,8,20:00,UTC,7,1000.9,100,0.4,11,-0.6,-0.6,1850,104,3.8,2.6
2019,1,8,21:00,UTC,8,1001.2,100,1,15,-0.7,-0.7,1460,99,4.1,2.9
2019,1,8,22:00,UTC,8,1001.5,100,0.4,15,-0.8,-0.8,1540,86,3.8,2.7
2019,1,8,23:00,UTC,8,1001.9,100,0.8,16,-0.8,-0.8,1640,80,3.9,2.7
2019,1,9,00:00,UTC,7,1002.4,100,0.4,18,-1,-1,2490,92,3.7,2.4
2019,1,9,01:00,UTC,8,1003,100,0.7,18,-1.1,-1.1,1780,70,2.7,2.2
2019,1,9,02:00,UTC,7,1003.5,100,0.4,20,-1,-1,2350,55,2.5,1.9
2019,1,9,03:00,UTC,8,1004,100,0.4,20,-1,-1,2100,34,2.6,2
2019,1,9,04:00,UTC,8,1004.6,100,0.7,21,-1,-1,2020,32,4.1,2.9
2019,1,9,05:00,UTC,8,1005.2,100,0.4,21,-1.5,-1.5,2870,18,4.1,3.2
2019,1,9,06:00,UTC,8,1005.9,99,0.3,22,-1.7,-1.9,3620,28,4.4,3.3
2019,1,9,07:00,UTC,8,1006.8,98,0,22,-2,-2.2,7790,16,5.2,4
2019,1,9,08:00,UTC,6,1007.7,97,0,22,-2.2,-2.5,10410,12,5.5,4.3
2019,1,9,09:00,UTC,8,1008.7,97,0.3,22,-2.3,-2.8,6420,10,6.5,4.8
2019,1,9,10:00,UTC,3,1009.4,96,0,22,-2.6,-3.2,11850,11,6.5,4.6
2019,1,9,11:00,UTC,8,1009.9,96,0,22,-2.6,-3.1,10160,6,7.7,5.4
2019,1,9,12:00,UTC,8,1010.4,97,0,22,-2.4,-2.8,50000,9,6,4.1
2019,1,9,13:00,UTC,8,1011,95,0,22,-2,-2.6,31650,6,8.7,6
2019,1,9,14:00,UTC,8,1011.9,98,0,22,-3.6,-3.9,50000,345,7.9,5.9
2019,1,9,15:00,UTC,8,1012.8,97,0,22,-4.7,-5.2,48550,353,9.7,6.7
2019,1,9,16:00,UTC,8,1013.5,96,0,22,-4.6,-5.1,50000,358,8.2,5.9
2019,1,9,17:00,UTC,8,1014,95,0,22,-4.2,-4.8,50000,5,7.2,4.7
2019,1,9,18:00,UTC,8,1014.2,94,0,22,-4,-4.8,50000,4,8.2,5.1
2019,1,9,19:00,UTC,8,1014.9,92,0,22,-4,-5.1,50000,19,8.5,6.3
2019,1,9,20:00,UTC,8,1015.4,93,0,21,-3.6,-4.6,50000,16,5.3,4
2019,1,9,21:00,UTC,8,1016.1,91,0,21,-3.7,-5,49660,17,9.4,6.4
2019,1,9,22:00,UTC,8,1016.5,94,0,21,-3.8,-4.6,50000,19,4.5,3
2019,1,9,23:00,UTC,8,1017,91,0,21,-3.6,-4.9,50000,8,7.4,5.2
2019,1,10,00:00,UTC,8,1017.4,91,0,21,-3.8,-5.1,50000,5,6.4,4.3
2019,1,10,01:00,UTC,8,1017.8,93,0,21,-4.1,-5.1,50000,1,5.8,4.2
2019,1,10,02:00,UTC,8,1017.9,94,0,21,-4.4,-5.2,50000,358,6.9,4.6
2019,1,10,03:00,UTC,8,1018.3,95,0,21,-5.2,-5.9,50000,39,5.8,3.7
2019,1,10,04:00,UTC,8,1018.6,97,0,21,-5.6,-6,50000,355,5.3,3.7
2019,1,10,05:00,UTC,8,1018.9,96,0,21,-6,-6.6,50000,39,4.6,3.2
2019,1,10,06:00,UTC,8,1019.2,97,0,21,-6.4,-6.9,50000,48,4.1,2.9
2019,1,10,07:00,UTC,8,1019.7,97,0,21,-6.8,-7.2,50000,353,4.4,2.9
2019,1,10,08:00,UTC,8,1019.8,97,0,21,-6.9,-7.3,50000,1,2.4,1.4
2019,1,10,09:00,UTC,7,1019.7,97,0,21,-7.1,-7.4,50000,1,3.6,1.7
2019,1,10,10:00,UTC,8,1019.6,97,0,21,-7.2,-7.7,50000,275,3.3,2.4
2019,1,10,11:00,UTC,8,1019.1,96,0,21,-6.9,-7.5,18140,238,5.9,1.6
2019,1,10,12:00,UTC,8,1019.1,93,0,20,-6.7,-7.6,44980,257,6.3,2.8
2019,1,10,13:00,UTC,8,1018.4,98,0,20,-6.7,-6.9,7840,276,3.9,2.4
2019,1,10,14:00,UTC,8,1017.9,97,0,20,-6.9,-7.3,33020,312,7.3,6.2
2019,1,10,15:00,UTC,8,1017.1,98,0,20,-7,-7.2,3740,278,7,4.6
2019,1,10,16:00,UTC,8,1016.3,98,0,20,-6.4,-6.7,4040,260,6.1,3.3
2019,1,10,17:00,UTC,8,1015.6,98,0,20,-6.1,-6.4,6460,253,5,3.3
2019,1,10,18:00,UTC,8,1014.2,98,0,20,-5.6,-5.8,23180,228,5.3,2.4
2019,1,10,19:00,UTC,8,1013,98,0,20,-4.5,-4.9,50000,329,4.6,3.7
2019,1,10,20:00,UTC,7,1011.5,95,0,20,-3.6,-4.2,50000,323,4.6,3.5
2019,1,10,21:00,UTC,8,1010.1,93,0,20,-2.2,-3.2,50000,306,6,4.2
2019,1,10,22:00,UTC,7,1008.6,96,0,20,-1.3,-1.9,13420,273,6.4,4.3
2019,1,10,23:00,UTC,8,1006.8,97,0,19,-1,-1.4,2000,270,7.6,4.9
2019,1,11,00:00,UTC,8,1005,99,0,20,-0.5,-0.6,3410,287,8.9,4.7
2019,1,11,01:00,UTC,8,1003,96,0,20,0.2,-0.3,4630,269,13,7.5
2019,1,11,02:00,UTC,8,1001.1,93,0,20,0.5,-0.5,8840,260,14.7,8.7
2019,1,11,03:00,UTC,8,1000.1,94,0,20,0.7,-0.2,16980,260,12.9,8.7
2019,1,11,04:00,UTC,8,998.3,100,0,20,0.4,0.3,3510,268,12.3,7.7
2019,1,11,05:00,UTC,8,997.3,100,0,20,0.7,0.7,24420,252,9.2,6.7
2019,1,11,06:00,UTC,8,996.7,99,0,20,0.9,0.9,31480,259,9,6.6
2019,1,11,07:00,UTC,8,995.8,99,0,20,0.9,0.8,38400,261,8.8,6.5
2019,1,11,08:00,UTC,8,995.1,99,0,19,0.8,0.6,18070,262,8,5.5
2019,1,11,09:00,UTC,8,994.6,98,0,19,1,0.6,50000,267,7.1,5
2019,1,11,10:00,UTC,,,,,,,,,,,
2019,1,11,11:00,UTC,0,993.4,89,0,19,1.1,-0.5,44980,261,8.6,6.2
2019,1,11,12:00,UTC,0,992.7,86,0,19,1,-1.1,50000,258,9.7,6.1
2019,1,11,13:00,UTC,0,992.1,83,0,19,0.8,-1.8,50000,264,8,6.1
2019,1,11,14:00,UTC,0,991,81,0,19,0.4,-2.4,50000,266,10.5,7.8
2019,1,11,15:00,UTC,0,990.6,78,0,19,0.6,-2.7,50000,272,11.4,8.1
2019,1,11,16:00,UTC,0,989.8,79,0,19,0.1,-3.2,50000,279,10,6.8
2019,1,11,17:00,UTC,0,989.5,79,0,19,0.3,-2.9,50000,274,10.5,7.2
2019,1,11,18:00,UTC,0,989.3,80,0,19,0.4,-2.6,50000,278,9.7,6.7
2019,1,11,19:00,UTC,0,988.9,80,0,19,0.7,-2.3,50000,286,10.6,7.7
2019,1,11,20:00,UTC,1,989,81,0,19,0.7,-2.1,50000,283,9.9,7.6
2019,1,11,21:00,UTC,0,989.4,82,0,19,0.6,-2.1,50000,293,10.2,7.8
2019,1,11,22:00,UTC,0,989.9,83,0,19,0.7,-1.8,49230,305,8.1,6.1
2019,1,11,23:00,UTC,0,990.2,84,0,19,0.1,-2.4,50000,309,8.3,6.1
2019,1,12,00:00,UTC,0,990.8,87,0,18,-1.1,-3,50000,296,4.9,3.9
2019,1,12,01:00,UTC,0,991.1,87,0,18,-1.4,-3.3,50000,291,7,5.4
2019,1,12,02:00,UTC,0,991.8,86,0,18,-1.3,-3.3,50000,282,6.7,5.3
2019,1,12,03:00,UTC,0,992,87,0,18,-1.5,-3.5,50000,285,6.9,5.4
2019,1,12,04:00,UTC,0,992,87,0,18,-2,-3.8,50000,292,7.3,5.7
2019,1,12,05:00,UTC,0,992.1,87,0,18,-2.2,-4,50000,293,6.5,5.2
2019,1,12,06:00,UTC,0,992.3,89,0,18,-2.1,-3.7,42770,290,6.3,4.6
2019,1,12,07:00,UTC,0,992.3,88,0,18,-3.2,-4.9,50000,302,6,4.7
2019,1,12,08:00,UTC,0,992.7,90,0,18,-2.8,-4.2,46000,303,7.2,5
2019,1,12,09:00,UTC,0,992.8,85,0,18,-2.5,-4.7,50000,297,6.6,4.6
2019,1,12,10:00,UTC,0,992.5,82,0,18,-1.5,-4.2,50000,312,7.2,4.5
2019,1,12,11:00,UTC,0,992.5,82,0,18,-1.6,-4.3,50000,305,6.2,4.5
2019,1,12,12:00,UTC,0,992.5,83,0,18,-1.9,-4.3,50000,278,5.5,4.4
2019,1,12,13:00,UTC,0,992.7,88,0,18,-3.1,-4.7,50000,277,4.9,3.8
