Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2020,1,1,00:00,UTC,0,1011.3,98,0,0,-1.2,-1.5,50000,275,6.2,4.7
2020,1,1,01:00,UTC,0,1011.3,95,0,0,-0.7,-1.4,50000,279,8,5.1
2020,1,1,02:00,UTC,0,1010.8,93,0,0,-0.5,-1.4,50000,286,7.2,5.7
2020,1,1,03:00,UTC,2,1010.6,90,0,0,0.1,-1.4,50000,279,7.1,5.5
2020,1,1,04:00,UTC,6,1009.8,92,0,0,-0.3,-1.5,50000,260,5.6,4.3
2020,1,1,05:00,UTC,0,1009.7,100,0,0,-1.3,-1.3,50000,240,5.4,4.1
2020,1,1,06:00,UTC,7,1009.5,95,0,0,-0.3,-1,50000,248,6.3,4.8
2020,1,1,07:00,UTC,8,1009.5,90,0,0,0.5,-0.9,50000,257,5.2,3.8
2020,1,1,08:00,UTC,7,1009.3,89,0,0,0.9,-0.8,50000,246,5.2,3.6
2020,1,1,09:00,UTC,8,1009.1,88,0,0,1.5,-0.3,50000,236,5.4,4
2020,1,1,10:00,UTC,7,1008.4,89,0,0,1.8,0.1,50000,231,5,4.1
2020,1,1,11:00,UTC,2,1007.5,90,0,0,1.8,0.3,50000,218,5.1,3.8
2020,1,1,12:00,UTC,8,1007.5,89,0,0,2.1,0.5,50000,233,7.5,5.1
2020,1,1,13:00,UTC,8,1007.1,83,0,0,2.6,0.1,50000,259,7.7,5.5
2020,1,1,14:00,UTC,6,1006.9,86,0,0,2.3,0.2,50000,252,7.9,5.5
2020,1,1,15:00,UTC,8,1006.7,87,0,0,2.3,0.3,50000,256,7.1,5.4
2020,1,1,16:00,UTC,7,1006.7,86,0,0,2.3,0.1,50000,264,8.2,6
2020,1,1,17:00,UTC,0,1006.4,89,0,0,1.8,0.1,50000,261,7.8,6
2020,1,1,18:00,UTC,1,1006.2,91,0,0,1.5,0.2,50000,252,6.7,5.2
2020,1,1,19:00,UTC,0,1006,88,0,0,2,0.2,50000,269,8.6,6
2020,1,1,20:00,UTC,0,1005.3,88,0,0,2,0.2,50000,259,8,5.3
2020,1,1,21:00,UTC,5,1005.2,90,0,0,2,0.4,50000,256,8.6,6.2
2020,1,1,22:00,UTC,0,1004.4,89,0,0,1.8,0.1,50000,254,5.9,4.3
2020,1,1,23:00,UTC,5,1003.8,90,0,0,1.6,0.2,50000,234,7,5
2020,1,2,00:00,UTC,1,1004.2,86,0,0,2.1,0.1,50000,262,7.9,5.7
2020,1,2,01:00,UTC,1,1003.7,92,0,0,1.4,0.2,50000,251,7,5.2
2020,1,2,02:00,UTC,0,1003.5,91,0,0,1.5,0.2,50000,249,6.5,5.1
2020,1,2,03:00,UTC,0,1004,87,0,0,1.9,0,50000,258,7.9,5.4
2020,1,2,04:00,UTC,0,1004,88,0,0,1.9,0.1,50000,260,5.8,4.5
2020,1,2,05:00,UTC,0,1004.3,88,0,0,1.8,0.1,50000,259,7.4,5.4
2020,1,2,06:00,UTC,0,1004.4,93,0,0,1.1,0.1,50000,242,5.9,5
2020,1,2,07:00,UTC,3,1004.3,89,0,0,2.1,0.4,45200,250,7.2,5.6
2020,1,2,08:00,UTC,2,1004.7,86,0,0,2.7,0.6,50000,258,6.9,5.2
2020,1,2,09:00,UTC,1,1004.7,91,0,0,2.2,0.9,50000,239,5.3,4.6
2020,1,2,10:00,UTC,0,1004.6,88,0,0,3.1,1.4,49020,237,5.9,4.4
2020,1,2,11:00,UTC,0,1003.8,93,0,0,3.1,2.2,39680,213,6.3,4.7
2020,1,2,12:00,UTC,3,1003.6,97,0,0,3.4,2.9,33630,223,7,5.3
2020,1,2,13:00,UTC,7,1003.6,99,0,0,3.9,3.7,32730,228,6.9,5.1
2020,1,2,14:00,UTC,3,1002.7,100,0,0,3.5,3.5,20900,218,7.6,5.7
2020,1,2,15:00,UTC,7,1002.8,100,0,0,3.8,3.8,16580,232,9.6,6.4
2020,1,2,16:00,UTC,7,1002.8,100,0,0,4.1,4.1,16640,233,9.1,6.9
2020,1,2,17:00,UTC,3,1002.7,100,0,0,4,4,15000,234,8.6,5.9
2020,1,2,18:00,UTC,4,1002.3,100,0,0,4.1,4.1,15780,229,9.8,7.1
2020,1,2,19:00,UTC,7,1002.4,100,0,0,4.3,4.3,13430,235,9,6.2
2020,1,2,20:00,UTC,8,1002,99,0,0,4.6,4.5,15100,234,9.1,6.5
2020,1,2,21:00,UTC,7,1001.5,99,0,0,4.4,4.2,19310,236,9.6,7.2
2020,1,2,22:00,UTC,8,1001.4,97,0,0,4.5,4.1,24190,241,10.3,7.1
2020,1,2,23:00,UTC,8,1001,98,0,0,4.5,4.2,20770,236,9.6,7.6
2020,1,3,00:00,UTC,8,1001,97,0,0,4.7,4.2,20720,243,12.9,8.4
2020,1,3,01:00,UTC,8,1000.3,95,0,0,4.5,3.8,22220,239,13.6,9.3
2020,1,3,02:00,UTC,8,999.5,95,0,0,4.4,3.7,21500,236,14.2,9.6
2020,1,3,03:00,UTC,8,999,95,0,0,4.5,3.7,18350,236,13.4,9.9
2020,1,3,04:00,UTC,8,998.3,90,0,0,4.6,3,21930,240,16,9.8
2020,1,3,05:00,UTC,8,997.7,90,0,0,4.6,3.1,24940,238,14.9,10
2020,1,3,06:00,UTC,8,996.9,91,0,0,4.7,3.4,22800,230,11,7.9
2020,1,3,07:00,UTC,8,996.8,91,0,0,4.5,3.2,24190,232,16.5,10.5
2020,1,3,08:00,UTC,8,996.1,88,0,0,4.5,2.7,41260,231,15.1,10.2
2020,1,3,09:00,UTC,8,995.9,87,0,0,4.6,2.6,25700,242,20.6,12.5
2020,1,3,10:00,UTC,8,994.7,93,0,0,4.3,3.3,29820,229,15.8,11.3
2020,1,3,11:00,UTC,8,993.9,99,0.5,0,4.1,3.9,28320,228,15.2,10.7
2020,1,3,12:00,UTC,8,993.2,100,0,0,4.1,4.1,6450,228,19.5,13.2
2020,1,3,13:00,UTC,8,992.3,100,0,0,4.3,4.3,5620,228,16.1,11.7
2020,1,3,14:00,UTC,8,991.7,100,0.4,0,4.7,4.7,4890,228,16.5,11.4
2020,1,3,15:00,UTC,8,990.7,100,0.4,0,5.2,5.2,9280,226,13.2,10.2
2020,1,3,16:00,UTC,7,990.3,100,0,0,5.3,5.3,50000,235,13,8.9
2020,1,3,17:00,UTC,2,990.3,97,0,0,4.3,3.8,50000,243,11.5,8
2020,1,3,18:00,UTC,2,990.3,98,0,0,4.3,4,50000,243,9.8,7.1
2020,1,3,19:00,UTC,3,990.6,93,0,0,3.8,2.9,50000,250,9.6,6.7
2020,1,3,20:00,UTC,2,991,82,0,0,3,0.3,50000,249,9.6,7.2
2020,1,3,21:00,UTC,0,991.6,70,0,0,2.2,-2.6,50000,247,9.1,6.3
2020,1,3,22:00,UTC,0,991.6,64,0,0,1.4,-4.6,50000,246,8.8,6.1
2020,1,3,23:00,UTC,0,991.4,65,0,0,0.4,-5.4,50000,233,6.6,5
2020,1,4,00:00,UTC,0,990,66,0,0,-0.7,-6.3,50000,205,5.5,4.6
2020,1,4,01:00,UTC,1,989.2,65,0,0,1.1,-4.6,50000,216,9.6,6.8
2020,1,4,02:00,UTC,7,988.4,75,0,0,1.8,-2.1,50000,239,8.9,6.6
2020,1,4,03:00,UTC,7,987.3,86,0.8,0,1.9,-0.2,19190,227,9.5,6.7
2020,1,4,04:00,UTC,0,986.7,85,0,0,0.9,-1.3,50000,226,6.1,4.6
2020,1,4,05:00,UTC,0,986.6,78,0,0,1,-2.3,50000,224,9.7,5.8
2020,1,4,06:00,UTC,1,985.9,76,0,0,0.6,-3.2,50000,233,6.2,4.5
2020,1,4,07:00,UTC,0,985.7,71,0,0,0.5,-4.1,50000,236,8.2,5.5
2020,1,4,08:00,UTC,0,985.6,72,0,0,0.5,-4,50000,220,8.1,5.6
2020,1,4,09:00,UTC,1,985.6,73,0,0,0.7,-3.7,50000,233,6.8,4.9
2020,1,4,10:00,UTC,0,985.1,68,0,0,1.3,-3.9,50000,242,7.9,6.1
2020,1,4,11:00,UTC,0,984.8,69,0,0,1.8,-3.4,50000,252,9.2,6.6
2020,1,4,12:00,UTC,7,985.5,71,0,0,2.2,-2.5,50000,255,9.9,6.7
2020,1,4,13:00,UTC,7,985.9,73,0,0,2.5,-1.9,50000,257,8.7,6.4
2020,1,4,14:00,UTC,5,987.3,99,0,0,0.8,0.7,47460,298,8.8,6.2
2020,1,4,15:00,UTC,7,988.7,78,0,0,1.7,-1.6,50000,303,10.7,8.3
2020,1,4,16:00,UTC,7,990.3,66,0,0,2.8,-3,38980,308,14.4,9.3
2020,1,4,17:00,UTC,7,991.8,67,0,0,2,-3.5,50000,311,11.6,7.9
2020,1,4,18:00,UTC,6,993.4,68,0,0,1.5,-3.8,50000,318,12.6,8
2020,1,4,19:00,UTC,3,995,67,0,0,1.3,-4.2,50000,321,13.3,8.4
2020,1,4,20:00,UTC,6,997,75,0,0,0.9,-3,50000,319,12.5,7.9
2020,1,4,21:00,UTC,2,999.1,78,0,0,0.3,-3.1,50000,320,9.1,6.3
2020,1,4,22:00,UTC,2,1000.8,72,0,0,-0.1,-4.6,50000,316,9.4,6.8
2020,1,4,23:00,UTC,0,1002,65,0,0,-0.3,-6.1,50000,312,12.1,8.1
2020,1,5,00:00,UTC,1,1003.5,63,0,0,-0.7,-6.8,50000,319,11.1,8
2020,1,5,01:00,UTC,2,1004.9,64,0,0,-1,-6.9,50000,314,9.9,7.3
2020,1,5,02:00,UTC,7,1006.6,65,0,0,-0.5,-6.4,50000,323,11.7,8.1
2020,1,5,03:00,UTC,8,1008.1,66,0,0,-0.3,-5.9,45400,341,14.2,9.4
2020,1,5,04:00,UTC,8,1009.9,67,0,0,-0.4,-5.7,50000,340,10.8,7.5
2020,1,5,05:00,UTC,8,1011.8,67,0,0,-0.7,-6.1,50000,342,11.7,8.1
2020,1,5,06:00,UTC,7,1013.6,64,0,0,-1,-6.9,50000,342,13.1,9.3
2020,1,5,07:00,UTC,7,1015.6,66,0,0,-1.6,-7.2,50000,332,10.2,7.6
2020,1,5,08:00,UTC,0,1017.4,66,0,0,-2.4,-8,50000,337,9.7,7.2
2020,1,5,09:00,UTC,0,1018.1,60,0,0,-2.5,-9.2,50000,350,10.9,7.1
2020,1,5,10:00,UTC,0,1018.6,57,0,0,-2.5,-9.8,50000,351,5.9,4.3
2020,1,5,11:00,UTC,0,1019.3,55,0,0,-2.5,-10.4,50000,352,6.1,4.2
2020,1,5,12:00,UTC,0,1020.3,52,0,0,-2.7,-11.1,30520,325,6.2,4
2020,1,5,13:00,UTC,0,1021.5,59,0,0,-3.5,-10.3,50000,289,4.8,3.6
2020,1,5,14:00,UTC,0,1021.9,68,0,0,-4.8,-9.8,50000,287,2.1,1.7
2020,1,5,15:00,UTC,0,1021.5,73,0,0,-5.4,-9.5,50000,201,2.3,1.6
2020,1,5,16:00,UTC,0,1021.5,75,0,0,-5.8,-9.5,50000,207,3.3,2.9
2020,1,5,17:00,UTC,2,1021.7,85,0,0,-6.4,-8.5,36930,231,3.6,3.1
2020,1,5,18:00,UTC,6,1020.2,74,0,0,-4.6,-8.6,50000,191,4,3.2
2020,1,5,19:00,UTC,7,1019,72,0,0,-3.9,-8.2,50000,147,4.6,3.7
2020,1,5,20:00,UTC,8,1018,63,0,0,-1.5,-7.6,50000,172,6.1,4.4
2020,1,5,21:00,UTC,8,1016.8,74,0,0,0.2,-3.9,31630,192,11.3,8.2
2020,1,5,22:00,UTC,8,1016.2,100,1.7,0,-0.8,-0.8,1170,190,10.2,7.3
2020,1,5,23:00,UTC,8,1014.6,100,1.4,2,-0.2,-0.2,960,185,11.1,7.5
2020,1,6,00:00,UTC,8,1013.5,100,1.1,5,0,0,1780,192,14.5,9.8
2020,1,6,01:00,UTC,8,1012.6,100,0.8,5,0,0,1740,195,12.5,8.9
2020,1,6,02:00,UTC,8,1011.9,100,0.8,6,0.4,0.4,3740,198,9.5,7.2
2020,1,6,03:00,UTC,8,1011.8,100,0,6,0.6,0.6,5060,215,5.8,4.5
2020,1,6,04:00,UTC,8,1011.7,100,0,6,0.6,0.6,10240,239,4.4,3.3
2020,1,6,05:00,UTC,8,1012.1,100,0,6,0.6,0.6,15330,257,4.2,3.3
2020,1,6,06:00,UTC,8,1012.5,100,0,6,0.7,0.7,7210,250,4.2,3.3
2020,1,6,07:00,UTC,8,1013,100,0,6,0.7,0.7,11190,281,5.9,3.9
2020,1,6,08:00,UTC,8,1013.6,100,0,6,0.8,0.8,4950,273,4.1,2.8
2020,1,6,09:00,UTC,8,1013.7,100,0,6,0.8,0.8,15140,280,5.9,4.3
2020,1,6,10:00,UTC,8,1013.9,100,0,6,0.8,0.8,11740,265,5.6,3.7
2020,1,6,11:00,UTC,8,1014.1,100,0,5,0.7,0.7,10100,255,6.9,4
2020,1,6,12:00,UTC,8,1014.4,100,0,5,0.7,0.7,3800,249,5.5,3.7
2020,1,6,13:00,UTC,8,1014.5,100,0,5,0.6,0.6,2120,241,5.5,4.2
2020,1,6,14:00,UTC,9,1014.7,100,0,4,0.6,0.6,670,240,2,1.4
2020,1,6,15:00,UTC,8,1014.7,100,0,4,0.4,0.4,1450,244,4.7,3.3
2020,1,6,16:00,UTC,9,1014.7,100,0,4,0.3,0.3,540,223,5,3.9
2020,1,6,17:00,UTC,9,1014.5,100,0,4,0.4,0.4,320,240,3.3,2.4
2020,1,6,18:00,UTC,9,1014.6,100,0.3,4,0.6,0.6,230,229,3.2,2
2020,1,6,19:00,UTC,8,1014.7,100,0,4,1.3,1.3,2060,233,3.5,2.4
2020,1,6,20:00,UTC,8,1014.4,100,0,4,1.7,1.7,1200,196,2.9,2.2
2020,1,6,21:00,UTC,8,1013.9,100,0,3,2.5,2.5,2590,213,5.1,4
2020,1,6,22:00,UTC,8,1013.7,100,0,3,3.1,3.1,4370,218,6.7,4.4
2020,1,6,23:00,UTC,8,1013.5,100,0,2,3.4,3.4,14570,220,9.1,6.1
2020,1,7,00:00,UTC,8,1013.4,100,0,2,3.4,3.4,4170,222,6.6,4.7
2020,1,7,01:00,UTC,8,1013.1,100,0,0,3.6,3.6,50000,227,9,6.2
2020,1,7,02:00,UTC,8,1013,100,0,0,3.4,3.4,8840,208,6.7,4.2
2020,1,7,03:00,UTC,8,1012.8,100,0,0,3.5,3.5,5640,221,6.6,4.9
2020,1,7,04:00,UTC,8,1012.8,100,0,0,3.7,3.7,6970,224,8.8,6.2
2020,1,7,05:00,UTC,8,1012.4,100,0,0,3.7,3.7,3310,209,7.1,5.3
2020,1,7,06:00,UTC,8,1012.6,100,0,0,4,4,4590,211,8.3,6.1
2020,1,7,07:00,UTC,8,1012.7,100,0,0,4,4,3200,215,7.4,5.3
2020,1,7,08:00,UTC,8,1012.7,100,0,0,4,4,2970,213,5.9,4.4
2020,1,7,09:00,UTC,8,1013,100,0,0,4.5,4.5,31980,227,7.7,5
2020,1,7,10:00,UTC,8,1013.3,100,0,0,4.8,4.8,47870,231,7.6,5.6
2020,1,7,11:00,UTC,8,1013.3,100,0,0,4.9,4.9,50000,235,7.8,5.9
2020,1,7,12:00,UTC,8,1013,100,0,0,5.1,5.1,29540,225,8.6,5.2
2020,1,7,13:00,UTC,7,1013,100,0,0,5,5,50000,224,8.3,5.7
2020,1,7,14:00,UTC,8,1013.3,100,0,0,4.4,4.4,12210,225,8.1,5.7
2020,1,7,15:00,UTC,8,1013.6,100,0.3,0,4.2,4.2,13080,228,8,5.6
2020,1,7,16:00,UTC,8,1013.6,100,0,0,4.1,4.1,49730,223,7.5,5.2
2020,1,7,17:00,UTC,7,1013.8,100,0,0,4,4,50000,225,7.4,5.3
2020,1,7,18:00,UTC,8,1013.5,100,0,0,4,4,22290,217,7.9,6
2020,1,7,19:00,UTC,8,1012.8,100,0,0,4.2,4.2,10780,219,8.2,6.1
2020,1,7,20:00,UTC,8,1012.2,100,0,0,4.4,4.4,26110,219,9.7,6.7
2020,1,7,21:00,UTC,8,1011.9,100,0,0,4.5,4.5,21730,225,10.4,7.4
2020,1,7,22:00,UTC,8,1011.5,100,0,0,4.5,4.5,17190,222,14.3,9.1
2020,1,7,23:00,UTC,8,1011,100,0,0,4.3,4.3,15190,225,13.4,8.9
2020,1,8,00:00,UTC,8,1010.3,100,0,0,4.4,4.4,20490,221,11.7,8.5
2020,1,8,01:00,UTC,8,1009.5,100,0,0,4.4,4.4,22220,217,13.6,9
2020,1,8,02:00,UTC,8,1007.8,100,0,0,4.6,4.6,19220,215,15.3,10.7
2020,1,8,03:00,UTC,8,1007.2,100,0,0,4.5,4.5,19870,215,14.9,11.4
2020,1,8,04:00,UTC,8,1005.5,100,0,0,4.4,4.4,16140,214,16.4,11.8
2020,1,8,05:00,UTC,8,1004.3,100,0,0,4.6,4.6,13840,212,15.8,10.6
2020,1,8,06:00,UTC,8,1002.9,99,0,0,5.1,5,33890,216,17.8,12.3
2020,1,8,07:00,UTC,8,1001.6,100,0,0,4.7,4.7,9430,210,17.9,12.9
2020,1,8,08:00,UTC,8,1001,100,1.5,0,4.3,4.3,2890,214,18.9,12.1
2020,1,8,09:00,UTC,8,999.7,100,0.7,0,4.9,4.9,11760,216,18.4,12.4
2020,1,8,10:00,UTC,8,998.9,100,0.5,0,5.2,5.2,8080,224,16.4,12.3
2020,1,8,11:00,UTC,8,997.8,100,0,0,5.4,5.4,9170,221,18.6,13
2020,1,8,12:00,UTC,8,997.3,100,0,0,5.5,5.5,11310,228,14.5,10.1
2020,1,8,13:00,UTC,8,996.7,100,0,0,5.9,5.9,4830,228,14.8,9.3
2020,1,8,14:00,UTC,8,996.4,100,0.3,0,5.9,5.9,4250,226,15.7,11.4
2020,1,8,15:00,UTC,8,996.1,100,0.3,0,6.2,6.2,8890,231,15.8,10.4
2020,1,8,16:00,UTC,8,996,100,0,0,6.8,6.8,23400,239,14.8,9.9
2020,1,8,17:00,UTC,7,996.1,100,0,0,7,6.9,32680,243,13.1,9.2
2020,1,8,18:00,UTC,8,996.2,97,0,0,7,6.5,36930,257,12.9,8.1
2020,1,8,19:00,UTC,7,997,93,0,0,6.4,5.4,50000,273,11.5,7.8
2020,1,8,20:00,UTC,1,998,98,0,0,5.1,4.9,50000,261,10.3,6.8
2020,1,8,21:00,UTC,0,999.2,100,0,0,4,4,50000,248,6,4.5
2020,1,8,22:00,UTC,0,999.6,99,0,0,3.6,3.5,50000,240,7,4.8
2020,1,8,23:00,UTC,0,1000.7,95,0,0,3.5,2.8,50000,266,8.5,5.3
2020,1,9,00:00,UTC,0,1001.1,96,0,0,2.7,2.1,50000,249,6.9,4.7
2020,1,9,01:00,UTC,0,1001.3,93,0,0,2.4,1.4,50000,255,7.8,6
2020,1,9,02:00,UTC,0,1001.6,92,0,0,2.2,1.1,50000,259,8.9,5.7
2020,1,9,03:00,UTC,0,1001.7,88,0,0,2.4,0.6,50000,255,9,6.3
2020,1,9,04:00,UTC,0,1002,89,0,0,2.2,0.5,50000,255,8.8,6.4
2020,1,9,05:00,UTC,0,1002.1,89,0,0,2.3,0.6,50000,255,8.8,6.4
2020,1,9,06:00,UTC,0,1002.6,91,0,0,2.1,0.9,46490,256,8.4,6
2020,1,9,07:00,UTC,0,1003.4,89,0,0,2,0.3,50000,260,8.7,6.1
2020,1,9,08:00,UTC,0,1004.4,86,0,0,2.4,0.4,50000,266,10.6,7.7
2020,1,9,09:00,UTC,0,1004.7,83,0,0,2.9,0.3,50000,264,10.1,6.8
2020,1,9,10:00,UTC,0,1005.3,81,0,0,3.2,0.2,50000,273,11.1,8
2020,1,9,11:00,UTC,0,1005.5,78,0,0,3.4,-0.1,50000,260,8.6,6.1
2020,1,9,12:00,UTC,0,1006.1,77,0,0,3.4,-0.2,50000,258,8.1,5.5
2020,1,9,13:00,UTC,0,1006.9,82,0,0,2.6,-0.1,50000,246,6,4.7
2020,1,9,14:00,UTC,0,1007.4,88,0,0,1.5,-0.2,50000,244,6.2,5
2020,1,9,15:00,UTC,0,1007.9,90,0,0,1.3,-0.2,50000,248,6,4.2
2020,1,9,16:00,UTC,0,1008.1,90,0,0,1.1,-0.4,50000,252,6.5,5
2020,1,9,17:00,UTC,0,1008.2,95,0,0,0.3,-0.4,50000,268,5.9,4.2
2020,1,9,18:00,UTC,0,1008.6,96,0,0,0,-0.6,50000,271,5.1,4.1
2020,1,9,19:00,UTC,1,1008.9,100,0,0,-0.9,-1,50000,251,4.2,3.4
2020,1,9,20:00,UTC,6,1009.5,100,0,0,-1.2,-1.2,48130,243,4.4,3.8
2020,1,9,21:00,UTC,1,1009.7,100,0,0,-1.3,-1.3,50000,250,4.1,3.5
2020,1,9,22:00,UTC,2,1010,100,0,0,-1.8,-1.8,41100,258,3.7,3.2
2020,1,9,23:00,UTC,5,1010,100,0,0,-2.1,-2.1,38630,282,2.6,2.3
2020,1,10,00:00,UTC,5,1010.1,100,0,0,-2.3,-2.3,36250,256,3.8,3.2
2020,1,10,01:00,UTC,0,1010.3,100,0,0,-1.9,-1.9,37600,352,2.9,2.2
2020,1,10,02:00,UTC,0,1010.6,100,0,0,-3,-3,24860,264,2.1,1.5
2020,1,10,03:00,UTC,0,1010.9,100,0,0,-3.2,-3.2,20610,286,2.1,1.4
2020,1,10,04:00,UTC,1,1010.7,100,0,0,-3.4,-3.4,16140,292,2.2,1.6
2020,1,10,05:00,UTC,0,1010.8,100,0,0,-4.1,-4.1,21390,274,2.4,1.9
2020,1,10,06:00,UTC,8,1011.1,100,0,0,-3.3,-3.3,23650,319,2.7,1.6
2020,1,10,07:00,UTC,2,1011.7,100,0,0,-3.5,-3.5,18890,298,1.7,1.3
2020,1,10,08:00,UTC,1,1012.3,100,0,0,-4.1,-4.1,19280,291,3,2
2020,1,10,09:00,UTC,0,1012.4,100,0,0,-2.9,-2.9,18610,323,2.2,1.5
2020,1,10,10:00,UTC,0,1012.7,100,0,0,-1.4,-1.4,19440,324,1.3,0.6
2020,1,10,11:00,UTC,0,1012.9,100,0,0,-1.2,-1.2,17540,339,3,2.2
2020,1,10,12:00,UTC,0,1012.8,100,0,0,-0.7,-0.7,17940,340,1.9,1.5
2020,1,10,13:00,UTC,0,1013.1,99,0,0,-1.1,-1.2,22840,356,3.2,1.9
2020,1,10,14:00,UTC,0,1013.7,100,0,0,-2.2,-2.2,17570,340,2.3,1.3
2020,1,10,15:00,UTC,0,1013.9,100,0,0,-2.7,-2.7,15080,297,5,2.4
2020,1,10,16:00,UTC,0,1014,99,0,0,-3.1,-3.2,14270,318,2.7,1.4
2020,1,10,17:00,UTC,0,1014.5,100,0,0,-4.3,-4.3,12270,317,1.7,1.1
2020,1,10,18:00,UTC,0,1014.8,100,0,0,-4.6,-4.6,15090,311,2.8,1.8
2020,1,10,19:00,UTC,0,1015.1,100,0,0,-4.2,-4.2,12820,302,3.8,2.5
2020,1,10,20:00,UTC,0,1015.3,100,0,0,-5.3,-5.3,14120,308,2.1,1.7
2020,1,10,21:00,UTC,0,1015.4,100,0,0,-5.5,-5.5,15590,308,1.7,1.3
2020,1,10,22:00,UTC,0,1015.7,100,0,0,-5.6,-5.6,16790,306,3.9,2.9
2020,1,10,23:00,UTC,0,1016.1,100,0,0,-6.1,-6.1,18300,305,4.8,2.3
2020,1,11,00:00,UTC,0,1016.4,100,0,0,-5.8,-5.8,19410,275,4,3.4
2020,1,11,01:00,UTC,0,1017,100,0,0,-6.2,-6.2,20350,273,3.8,3.3
2020,1,11,02:00,UTC,1,1017.2,100,0,0,-5.8,-5.8,25320,259,3.1,2.7
2020,1,11,03:00,UTC,0,1016.8,99,0,0,-5.9,-6,24140,247,4.2,3.7
2020,1,11,04:00,UTC,0,1017.5,100,0,0,-6.2,-6.2,21760,241,3,2.9
2020,1,11,05:00,UTC,0,1017.7,100,0,0,-6.3,-6.3,22140,239,3.5,3.3
2020,1,11,06:00,UTC,0,1017.7,100,0,0,-6.1,-6.1,24350,225,3.5,3.3
2020,1,11,07:00,UTC,0,1017.8,100,0,0,-5.8,-5.8,23840,228,3.5,2.9
2020,1,11,08:00,UTC,0,1017.9,100,0,0,-5.2,-5.2,19340,225,3.2,2.9
2020,1,11,09:00,UTC,0,1017.7,100,0,0,-2.5,-2.5,17770,192,4,3
2020,1,11,10:00,UTC,0,1017.1,100,0,0,-1.3,-1.3,18980,224,5.1,3.6
2020,1,11,11:00,UTC,0,1016.9,100,0,0,-0.3,-0.3,24160,231,6.1,3.6
2020,1,11,12:00,UTC,0,1016.8,99,0,0,0.1,0,34970,233,4.5,3.5
2020,1,11,13:00,UTC,3,1016,94,0,0,0.9,0.1,40100,221,6.9,5.2
2020,1,11,14:00,UTC,8,1015,96,0,0,1,0.4,44190,209,5.7,4.1
2020,1,11,15:00,UTC,8,1013.4,85,0,0,2.7,0.5,50000,212,12.2,8.6
2020,1,11,16:00,UTC,8,1012.7,89,0,0,2.8,1.2,48270,211,14,9.9
2020,1,11,17:00,UTC,7,1010.9,96,0,0,2.6,2,32580,207,16.1,9.9
2020,1,11,18:00,UTC,7,1009.3,97,0,0,2.8,2.3,33060,208,14.4,9.7
2020,1,11,19:00,UTC,7,1007.4,96,0,0,2.7,2.2,16050,216,17.4,11.7
2020,1,11,20:00,UTC,8,1006.3,100,1.1,0,2.2,2.2,8480,220,14.8,10.7
2020,1,11,21:00,UTC,8,1004.6,100,0.3,0,2.8,2.8,12660,219,14.9,10.9
2020,1,11,22:00,UTC,8,1003.2,100,1.7,0,3.4,3.4,9280,224,18.7,13.6
2020,1,11,23:00,UTC,8,1001.8,100,0.8,0,3.7,3.7,10290,226,18.3,11.7
2020,1,12,00:00,UTC,8,1000.5,100,1.6,0,4.2,4.2,8780,230,16.9,12.5
2020,1,12,01:00,UTC,8,999.9,100,0.7,0,4.1,4.1,8630,230,15.5,10.5
2020,1,12,02:00,UTC,8,998.5,100,0.7,0,4.6,4.6,22920,229,15.4,10.8
2020,1,12,03:00,UTC,8,997.8,100,1,0,4.8,4.8,18730,229,14.3,10.9
2020,1,12,04:00,UTC,8,997.1,100,0.6,0,4.8,4.8,35090,232,16.4,10.1
2020,1,12,05:00,UTC,8,996.5,100,0,0,4.9,4.9,7640,234,13.8,9.4
2020,1,12,06:00,UTC,8,995.8,100,0.4,0,5,5,5740,235,11.8,8.4
2020,1,12,07:00,UTC,8,995.5,100,0,0,5.1,5.1,8550,239,11.4,8.1
2020,1,12,08:00,UTC,8,995.5,100,0,0,5.1,5.1,7590,245,10.6,7.7
2020,1,12,09:00,UTC,8,995.8,100,0,0,5.3,5.3,13070,247,8.8,6.5
2020,1,12,10:00,UTC,8,995.8,100,0,0,5.5,5.5,50000,255,10.1,7.4
2020,1,12,11:00,UTC,8,995.8,100,0,0,5.8,5.8,50000,255,10.1,7.4
2020,1,12,12:00,UTC,8,996.2,100,0,0,5.9,5.9,50000,252,9.6,6.3
2020,1,12,13:00,UTC,8,996.6,100,0,0,5.6,5.6,50000,262,7.7,5
2020,1,12,14:00,UTC,7,996.9,100,0,0,5,5,50000,245,6.2,4.5
2020,1,12,15:00,UTC,7,997,100,0,0,4.7,4.7,50000,240,5.8,4.7
2020,1,12,16:00,UTC,7,997.1,100,0,0,4.9,4.9,50000,230,6.4,5
2020,1,12,17:00,UTC,7,997.2,100,0,0,5,5,50000,243,7.3,4.8
2020,1,12,18:00,UTC,8,997.2,100,0,0,5.1,5.1,50000,257,7.3,5.3
2020,1,12,19:00,UTC,7,997.5,100,0,0,4.6,4.6,50000,257,8.8,6.3
2020,1,12,20:00,UTC,7,998.3,99,0,0,4.2,4,50000,261,9.6,6.4
