Year,m,d,Time,Time zone,Air temperature (degC),Global radiation (W/m2)
2021,5,5,3:00,UTC,-0.1,109.8
2021,5,5,3:10,UTC,0.2,133.9
2021,5,5,3:20,UTC,0.3,131.8
2021,5,5,3:30,UTC,0.3,140.6
2021,5,5,3:40,UTC,0.4,137.5
2021,5,5,3:50,UTC,0.5,150.1
2021,5,5,4:00,UTC,0.7,161.9
2021,5,5,4:10,UTC,0.7,175.6
2021,5,5,4:20,UTC,0.9,189.6
2021,5,5,4:30,UTC,1.1,204
2021,5,5,4:40,UTC,0.9,182.2
2021,5,5,4:50,UTC,1.2,198.8
2021,5,5,5:00,UTC,1.5,276
2021,5,5,5:10,UTC,1.3,252
2021,5,5,5:20,UTC,1.5,291.3
2021,5,5,5:30,UTC,1.7,313.3
2021,5,5,5:40,UTC,2.4,382.7
2021,5,5,5:50,UTC,2.2,291.9
2021,5,5,6:00,UTC,2,276.8
2021,5,5,6:10,UTC,2.6,367.3
2021,5,5,6:20,UTC,2.1,291.8
2021,5,5,6:30,UTC,2.2,316.8
2021,5,5,6:40,UTC,2.8,419.4
2021,5,5,6:50,UTC,3.1,449.3
2021,5,5,7:00,UTC,3.5,482.9
2021,5,5,7:10,UTC,3.1,494.6
2021,5,5,7:20,UTC,3.1,445.3
2021,5,5,7:30,UTC,3.4,469.2
2021,5,5,7:40,UTC,3.4,533
2021,5,5,7:50,UTC,3.6,474.3
2021,5,5,8:00,UTC,3.4,453.8
2021,5,5,8:10,UTC,3.7,485.6
2021,5,5,8:20,UTC,3.8,380.6
2021,5,5,8:30,UTC,3.6,383.3
2021,5,5,8:40,UTC,3.9,421.7
2021,5,5,8:50,UTC,3.7,426.4
2021,5,5,9:00,UTC,3.6,416.3
2021,5,5,9:10,UTC,3.7,408.4
2021,5,5,9:20,UTC,3.7,397.9
2021,5,5,9:30,UTC,4,424.9
2021,5,5,9:40,UTC,4.2,428.6
2021,5,5,9:50,UTC,4.2,413.4
2021,5,5,10:00,UTC,4.4,426.1
2021,5,5,10:10,UTC,4.3,470.4
2021,5,5,10:20,UTC,4.8,502.3
2021,5,5,10:30,UTC,5.1,575.7
2021,5,5,10:40,UTC,4.6,465.9
2021,5,5,10:50,UTC,4.7,530.4
2021,5,5,11:00,UTC,4.9,466.1
2021,5,5,11:10,UTC,4.8,436.6
2021,5,5,11:20,UTC,5,576.3
2021,5,5,11:30,UTC,5.4,688.7
2021,5,5,11:40,UTC,5.2,486.1
2021,5,5,11:50,UTC,5.8,813.5
2021,5,5,12:00,UTC,5.8,717.3
2021,5,5,12:10,UTC,6.2,841.7
2021,5,5,12:20,UTC,5.6,728.8
2021,5,5,12:30,UTC,5.7,390.7
2021,5,5,12:40,UTC,6.2,433.4
2021,5,5,12:50,UTC,6.3,735.3
2021,5,5,13:00,UTC,6.2,694.4
2021,5,5,13:10,UTC,6.2,696.6
2021,5,5,13:20,UTC,6.7,625.2
2021,5,5,13:30,UTC,6.1,629.3
2021,5,5,13:40,UTC,5.9,193.3
2021,5,5,13:50,UTC,6.5,571.1
2021,5,5,14:00,UTC,6.2,555.1
2021,5,5,14:10,UTC,6,312
2021,5,5,14:20,UTC,6.5,546.6
2021,5,5,14:30,UTC,6.1,413.3
2021,5,5,14:40,UTC,6,483
2021,5,5,14:50,UTC,6.2,473
2021,5,5,15:00,UTC,6.1,210.8
2021,5,5,15:10,UTC,5.8,183.6
2021,5,5,15:20,UTC,5.4,137.4
2021,5,5,15:30,UTC,5.4,106.8
2021,5,5,15:40,UTC,5.4,198.6
2021,5,5,15:50,UTC,5.8,221
2021,5,5,16:00,UTC,5.5,131
2021,5,5,16:10,UTC,5.3,96.3
2021,5,5,16:20,UTC,5.4,96.7
2021,5,5,16:30,UTC,5.5,96.6
2021,5,5,16:40,UTC,5.3,73.6
2021,5,5,16:50,UTC,5.2,53.8
2021,5,5,17:00,UTC,5.1,35.1
2021,5,5,17:10,UTC,5.1,37.5
2021,5,5,17:20,UTC,5,28.5
2021,5,5,17:30,UTC,4.9,22.4
2021,5,5,17:40,UTC,4.8,16.5
2021,5,5,17:50,UTC,4.6,20.4
2021,5,5,18:00,UTC,4.5,15.2
2021,5,5,18:10,UTC,4.4,12.4
2021,5,5,18:20,UTC,4.3,7.8
2021,5,5,18:30,UTC,4.1,3.2
2021,5,5,18:40,UTC,4,0.9
2021,5,5,18:50,UTC,4,-0.3
2021,5,5,19:00,UTC,3.9,-0.8
2021,5,5,19:10,UTC,4,-0.6
2021,5,5,19:20,UTC,3.7,-1.1
2021,5,5,19:30,UTC,3.7,-1.2
2021,5,5,19:40,UTC,3.2,-1.5
2021,5,5,19:50,UTC,2.7,-2.7
2021,5,5,20:00,UTC,2.7,-1.7
2021,5,5,20:10,UTC,2.7,-1.5
2021,5,5,20:20,UTC,2.6,-1.4
2021,5,5,20:30,UTC,2.6,-1.9
2021,5,5,20:40,UTC,2.6,-0.9
2021,5,5,20:50,UTC,2.6,-0.9
2021,5,5,21:00,UTC,2.5,-1.1
2021,5,5,21:10,UTC,2.6,-1.3
2021,5,5,21:20,UTC,2.4,-1.4
2021,5,5,21:30,UTC,2.1,-1.8
2021,5,5,21:40,UTC,1.8,-2.7
2021,5,5,21:50,UTC,1.6,-2.6
2021,5,5,22:00,UTC,1.5,-2.6
2021,5,5,22:10,UTC,1.3,-2
2021,5,5,22:20,UTC,1.2,-2
2021,5,5,22:30,UTC,1.1,-1.6
2021,5,5,22:40,UTC,1.1,-1.8
2021,5,5,22:50,UTC,1.1,-1.8
2021,5,5,23:00,UTC,1.1,-1.7
2021,5,5,23:10,UTC,1,-1.8
2021,5,5,23:20,UTC,0.9,-2
2021,5,5,23:30,UTC,0.9,-1.5
2021,5,5,23:40,UTC,0.9,-1.8
2021,5,5,23:50,UTC,0.7,-2
2021,5,6,0:00,UTC,0.7,-1.1
2021,5,6,0:10,UTC,0.6,-1.3
2021,5,6,0:20,UTC,0.6,-1.3
2021,5,6,0:30,UTC,0.6,-1.4
2021,5,6,0:40,UTC,0.5,-1.3
2021,5,6,0:50,UTC,0.5,-1.3
2021,5,6,1:00,UTC,0.5,-1.4
2021,5,6,1:10,UTC,0.5,-1.3
2021,5,6,1:20,UTC,0.5,-1.2
2021,5,6,1:30,UTC,0.5,-1.4
2021,5,6,1:40,UTC,0.4,-1
2021,5,6,1:50,UTC,0.4,-0.2
2021,5,6,2:00,UTC,0.4,-0.2
2021,5,6,2:10,UTC,0.3,0.7
2021,5,6,2:20,UTC,0.3,1.9
2021,5,6,2:30,UTC,0.4,0.7
2021,5,6,2:40,UTC,0.4,1.7
2021,5,6,2:50,UTC,0.3,2.2
2021,5,6,3:00,UTC,0.3,3.4
2021,5,6,3:10,UTC,0.4,7.1
2021,5,6,3:20,UTC,0.4,11.4
2021,5,6,3:30,UTC,0.4,11
2021,5,6,3:40,UTC,0.5,7.8
2021,5,6,3:50,UTC,0.5,17
2021,5,6,4:00,UTC,0.5,17.4
2021,5,6,4:10,UTC,0.6,18.6
2021,5,6,4:20,UTC,0.6,24.3
2021,5,6,4:30,UTC,0.5,28.2
2021,5,6,4:40,UTC,0.5,35.9
2021,5,6,4:50,UTC,0.5,42
2021,5,6,5:00,UTC,0.6,42.8
2021,5,6,5:10,UTC,0.6,53.5
2021,5,6,5:20,UTC,0.8,60.3
2021,5,6,5:30,UTC,0.8,73.2
2021,5,6,5:40,UTC,0.8,78.5
2021,5,6,5:50,UTC,0.9,92.2
2021,5,6,6:00,UTC,1.1,122.3
2021,5,6,6:10,UTC,1,110.8
2021,5,6,6:20,UTC,1.1,100.2
2021,5,6,6:30,UTC,1.2,80.1
2021,5,6,6:40,UTC,1.1,81.9
2021,5,6,6:50,UTC,1.2,95.6
2021,5,6,7:00,UTC,1.3,114.2
2021,5,6,7:10,UTC,1.3,118
2021,5,6,7:20,UTC,1.3,116
2021,5,6,7:30,UTC,1.3,128.8
2021,5,6,7:40,UTC,1.5,173.3
2021,5,6,7:50,UTC,1.7,209.8
2021,5,6,8:00,UTC,1.9,193.9
2021,5,6,8:10,UTC,1.9,202.6
2021,5,6,8:20,UTC,1.9,165.1
2021,5,6,8:30,UTC,1.8,147.7
2021,5,6,8:40,UTC,1.9,142.3
2021,5,6,8:50,UTC,1.9,131.5
2021,5,6,9:00,UTC,2.1,133.4
2021,5,6,9:10,UTC,2.1,171.6
2021,5,6,9:20,UTC,2.2,227.5
2021,5,6,9:30,UTC,2.7,242.8
2021,5,6,9:40,UTC,2.3,256.9
2021,5,6,9:50,UTC,2.2,145.9
2021,5,6,10:00,UTC,2,195.8
2021,5,6,10:10,UTC,2,275
2021,5,6,10:20,UTC,2.2,274
2021,5,6,10:30,UTC,2.1,221.9
2021,5,6,10:40,UTC,2,270.8
2021,5,6,10:50,UTC,1.9,211.8
2021,5,6,11:00,UTC,1.3,130.2
2021,5,6,11:10,UTC,1.7,167.1
2021,5,6,11:20,UTC,1.3,148.1
2021,5,6,11:30,UTC,1.7,130.8
2021,5,6,11:40,UTC,1.6,159.7
2021,5,6,11:50,UTC,1.8,182.9
2021,5,6,12:00,UTC,2,263.9
2021,5,6,12:10,UTC,1.7,189.1
2021,5,6,12:20,UTC,1.9,170.6
2021,5,6,12:30,UTC,2,226.3
2021,5,6,12:40,UTC,1.9,214.6
2021,5,6,12:50,UTC,2,165.8
2021,5,6,13:00,UTC,1.9,164.4
2021,5,6,13:10,UTC,1.7,150.6
2021,5,6,13:20,UTC,1.9,115.1
2021,5,6,13:30,UTC,1.9,160.1
2021,5,6,13:40,UTC,2.2,217.5
2021,5,6,13:50,UTC,2,218.5
2021,5,6,14:00,UTC,2.1,180.3
2021,5,6,14:10,UTC,2.2,239.8
2021,5,6,14:20,UTC,2.1,177
2021,5,6,14:30,UTC,2.1,153.4
2021,5,6,14:40,UTC,2.3,224.4
2021,5,6,14:50,UTC,2.2,173.5
2021,5,6,15:00,UTC,2.1,160.4
2021,5,6,15:10,UTC,2.2,228.2
2021,5,6,15:20,UTC,2.4,225.7
2021,5,6,15:30,UTC,2.2,205.6
2021,5,6,15:40,UTC,2.4,232
2021,5,6,15:50,UTC,2.4,225.8
2021,5,6,16:00,UTC,2.1,187.6
2021,5,6,16:10,UTC,2.2,155.1
2021,5,6,16:20,UTC,2,143.4
2021,5,6,16:30,UTC,2,134.3
2021,5,6,16:40,UTC,2.2,110.6
2021,5,6,16:50,UTC,2,83.3
2021,5,6,17:00,UTC,2,78.8
2021,5,6,17:10,UTC,1.9,67.4
2021,5,6,17:20,UTC,1.9,67.4
2021,5,6,17:30,UTC,1.7,54.5
2021,5,6,17:40,UTC,1.6,46.7
2021,5,6,17:50,UTC,1.6,28.9
2021,5,6,18:00,UTC,1.5,23.5
2021,5,6,18:10,UTC,1.5,15.5
2021,5,6,18:20,UTC,1.4,7.4
2021,5,6,18:30,UTC,1.4,4.2
2021,5,6,18:40,UTC,1.3,2.2
2021,5,6,18:50,UTC,1,0
2021,5,6,19:00,UTC,0.9,0.1
2021,5,6,19:10,UTC,0.9,-1.1
2021,5,6,19:20,UTC,0.9,-1.6
2021,5,6,19:30,UTC,0.9,-1
2021,5,6,19:40,UTC,0.8,-1.5
2021,5,6,19:50,UTC,0.7,-1.6
2021,5,6,20:00,UTC,0.7,-1.7
2021,5,6,20:10,UTC,0.5,-1.9
2021,5,6,20:20,UTC,0.5,-2.1
2021,5,6,20:30,UTC,0.4,-1.4
2021,5,6,20:40,UTC,0.3,-1.5
2021,5,6,20:50,UTC,0.3,-1.4
2021,5,6,21:00,UTC,0.3,-1.9
2021,5,6,21:10,UTC,0.3,-0.7
2021,5,6,21:20,UTC,0.2,-0.8
2021,5,6,21:30,UTC,0.1,-1.4
2021,5,6,21:40,UTC,0.2,-1.3
2021,5,6,21:50,UTC,0.1,-1
2021,5,6,22:00,UTC,0,-0.6
2021,5,6,22:10,UTC,-0.1,-0.9
2021,5,6,22:20,UTC,-0.3,-1.1
2021,5,6,22:30,UTC,-0.4,-1.9
2021,5,6,22:40,UTC,-0.5,-1.8
2021,5,6,22:50,UTC,-0.4,-2.1
2021,5,6,23:00,UTC,-0.3,-1.9
2021,5,6,23:10,UTC,-0.3,-1.2
2021,5,6,23:20,UTC,-0.2,-0.9
2021,5,6,23:30,UTC,-0.9,-0.8
2021,5,6,23:40,UTC,-1,-0.5
2021,5,6,23:50,UTC,-0.4,-0.6
2021,5,7,0:00,UTC,0.2,-0.4
2021,5,7,0:10,UTC,0.1,-1.4
2021,5,7,0:20,UTC,0,-1.2
2021,5,7,0:30,UTC,-0.2,-0.6
2021,5,7,0:40,UTC,0.1,-0.2
2021,5,7,0:50,UTC,-0.1,-0.3
2021,5,7,1:00,UTC,-0.1,-0.5
2021,5,7,1:10,UTC,-0.3,-0.7
2021,5,7,1:20,UTC,-0.6,-0.7
2021,5,7,1:30,UTC,-0.4,0.5
2021,5,7,1:40,UTC,-0.1,0.5
2021,5,7,1:50,UTC,-0.2,1.6
2021,5,7,2:00,UTC,-0.3,3.3
2021,5,7,2:10,UTC,-0.3,5.8
2021,5,7,2:20,UTC,-0.4,7.6
2021,5,7,2:30,UTC,-0.4,9.6
2021,5,7,2:40,UTC,-0.5,16.6
2021,5,7,2:50,UTC,-0.5,23
2021,5,7,3:00,UTC,-0.6,38.9
2021,5,7,3:10,UTC,-0.6,54.5
2021,5,7,3:20,UTC,-0.5,63
2021,5,7,3:30,UTC,-0.4,103.9
2021,5,7,3:40,UTC,-0.3,110.2
2021,5,7,3:50,UTC,-0.2,97.6
2021,5,7,4:00,UTC,0,198.8
2021,5,7,4:10,UTC,0.3,182.2
2021,5,7,4:20,UTC,0.1,152.9
2021,5,7,4:30,UTC,0.3,184.9
2021,5,7,4:40,UTC,0.6,365.6
2021,5,7,4:50,UTC,0.9,312.2
2021,5,7,5:00,UTC,1.4,331.4
2021,5,7,5:10,UTC,1.5,349.4
2021,5,7,5:20,UTC,1.6,371.1
2021,5,7,5:30,UTC,2.1,392.4
2021,5,7,5:40,UTC,2.3,415.2
2021,5,7,5:50,UTC,2.1,438.4
2021,5,7,6:00,UTC,2.3,468
2021,5,7,6:10,UTC,2.6,496.9
2021,5,7,6:20,UTC,2.6,533.9
2021,5,7,6:30,UTC,2.9,530.6
2021,5,7,6:40,UTC,3.1,344.8
2021,5,7,6:50,UTC,3.2,598.8
2021,5,7,7:00,UTC,3.5,637.6
2021,5,7,7:10,UTC,3.4,294.8
2021,5,7,7:20,UTC,3.1,216.4
2021,5,7,7:30,UTC,3.4,539.7
2021,5,7,7:40,UTC,3.1,183.6
2021,5,7,7:50,UTC,4.2,564.6
2021,5,7,8:00,UTC,4,284.3
2021,5,7,8:10,UTC,4.5,911.9
2021,5,7,8:20,UTC,4.3,441.1
2021,5,7,8:30,UTC,4.8,382.2
2021,5,7,8:40,UTC,5.2,535.1
2021,5,7,8:50,UTC,5.3,486.8
2021,5,7,9:00,UTC,5.2,936.6
2021,5,7,9:10,UTC,5.4,860.9
2021,5,7,9:20,UTC,5.5,416.5
2021,5,7,9:30,UTC,5.2,359.3
2021,5,7,9:40,UTC,5.6,1070.6
2021,5,7,9:50,UTC,5.9,371.9
2021,5,7,10:00,UTC,5.7,456.3
2021,5,7,10:10,UTC,5.5,346
2021,5,7,10:20,UTC,5.8,416.5
2021,5,7,10:30,UTC,6,291.5
2021,5,7,10:40,UTC,5.7,294.3
2021,5,7,10:50,UTC,6.1,255.1
2021,5,7,11:00,UTC,6.4,249.7
2021,5,7,11:10,UTC,6.1,231
2021,5,7,11:20,UTC,5.8,221.2
2021,5,7,11:30,UTC,6,226.1
2021,5,7,11:40,UTC,5.6,229.5
2021,5,7,11:50,UTC,5.7,251.6
2021,5,7,12:00,UTC,5.9,270
2021,5,7,12:10,UTC,5.6,219
2021,5,7,12:20,UTC,5.5,222
2021,5,7,12:30,UTC,5.6,248.3
2021,5,7,12:40,UTC,5.9,252.8
2021,5,7,12:50,UTC,5.8,275.3
2021,5,7,13:00,UTC,5.6,236.7
2021,5,7,13:10,UTC,5.3,225.5
2021,5,7,13:20,UTC,5.5,223.4
2021,5,7,13:30,UTC,5.6,226.9
2021,5,7,13:40,UTC,5.8,203.1
2021,5,7,13:50,UTC,5.5,178.4
2021,5,7,14:00,UTC,5.4,180.8
2021,5,7,14:10,UTC,5.3,152.1
2021,5,7,14:20,UTC,5.4,130.2
2021,5,7,14:30,UTC,5.5,148.2
2021,5,7,14:40,UTC,5.3,114.5
2021,5,7,14:50,UTC,5,108.2
2021,5,7,15:00,UTC,5.4,117.7
2021,5,7,15:10,UTC,5.2,111.5
2021,5,7,15:20,UTC,5.2,99.6
2021,5,7,15:30,UTC,5.2,73.1
2021,5,7,15:40,UTC,4.9,70.6
2021,5,7,15:50,UTC,4.8,68.9
2021,5,7,16:00,UTC,4.7,60.4
2021,5,7,16:10,UTC,4.7,67
2021,5,7,16:20,UTC,4.6,59.6
2021,5,7,16:30,UTC,4.6,50.1
2021,5,7,16:40,UTC,4.5,53.9
2021,5,7,16:50,UTC,4.4,61.4
2021,5,7,17:00,UTC,4.4,61.1
2021,5,7,17:10,UTC,4.3,65.1
2021,5,7,17:20,UTC,4.3,72.7
2021,5,7,17:30,UTC,4.2,68.6
2021,5,7,17:40,UTC,4.1,60.2
2021,5,7,17:50,UTC,3.8,41.1
2021,5,7,18:00,UTC,3.4,24.2
2021,5,7,18:10,UTC,3,17.1
2021,5,7,18:20,UTC,3,7.8
2021,5,7,18:30,UTC,3.1,4.4
2021,5,7,18:40,UTC,3,2.8
2021,5,7,18:50,UTC,2.9,1.5
2021,5,7,19:00,UTC,2.8,0.9
2021,5,7,19:10,UTC,2.9,0.1
2021,5,7,19:20,UTC,2.9,-0.1
2021,5,7,19:30,UTC,2.8,-0.7
2021,5,7,19:40,UTC,2.9,0
2021,5,7,19:50,UTC,2.7,-0.1
2021,5,7,20:00,UTC,2.5,-0.5
2021,5,7,20:10,UTC,2.3,-0.2
2021,5,7,20:20,UTC,2.5,-0.1
2021,5,7,20:30,UTC,2.3,-0.5
2021,5,7,20:40,UTC,2.4,-0.5
2021,5,7,20:50,UTC,2.3,-0.4
2021,5,7,21:00,UTC,2.2,-0.9
2021,5,7,21:10,UTC,2,-0.3
2021,5,7,21:20,UTC,1.8,-0.4
2021,5,7,21:30,UTC,1.9,0.2
2021,5,7,21:40,UTC,1.9,0.1
2021,5,7,21:50,UTC,1.9,0
2021,5,7,22:00,UTC,2.1,0
2021,5,7,22:10,UTC,1.9,-0.8
2021,5,7,22:20,UTC,2.2,-1.1
2021,5,7,22:30,UTC,2.2,0.4
2021,5,7,22:40,UTC,2,-0.1
2021,5,7,22:50,UTC,2,-0.1
2021,5,7,23:00,UTC,2,0.6
2021,5,7,23:10,UTC,1.8,0.2
2021,5,7,23:20,UTC,1.9,0.1
2021,5,7,23:30,UTC,1.9,0.5
2021,5,7,23:40,UTC,1.8,0.4
2021,5,7,23:50,UTC,1.7,0.5
2021,5,8,0:00,UTC,1.6,-0.2
2021,5,8,0:10,UTC,1.6,0.1
2021,5,8,0:20,UTC,1.4,0.1
2021,5,8,0:30,UTC,1.4,-0.7
2021,5,8,0:40,UTC,1.3,-0.1
2021,5,8,0:50,UTC,1.2,0
2021,5,8,1:00,UTC,1.3,0.1
2021,5,8,1:10,UTC,1.1,0.2
2021,5,8,1:20,UTC,1,0.4
2021,5,8,1:30,UTC,0.8,1
2021,5,8,1:40,UTC,0.5,1.9
2021,5,8,1:50,UTC,0.5,3.3
2021,5,8,2:00,UTC,0.7,6
2021,5,8,2:10,UTC,0.4,10.5
2021,5,8,2:20,UTC,0.2,17.7
2021,5,8,2:30,UTC,0.2,15.4
2021,5,8,2:40,UTC,0.3,20.1
2021,5,8,2:50,UTC,0.3,26.5
2021,5,8,3:00,UTC,0.1,34.5
2021,5,8,3:10,UTC,0,52.8
2021,5,8,3:20,UTC,0,71.7
2021,5,8,3:30,UTC,0.1,85.8
2021,5,8,3:40,UTC,0.1,82.7
2021,5,8,3:50,UTC,0.9,153.3
2021,5,8,4:00,UTC,1.2,148.8
2021,5,8,4:10,UTC,1.5,95.1
2021,5,8,4:20,UTC,1.6,250.5
2021,5,8,4:30,UTC,2.3,260.5
2021,5,8,4:40,UTC,2.4,89
2021,5,8,4:50,UTC,2.6,321.4
2021,5,8,5:00,UTC,3,332.3
2021,5,8,5:10,UTC,3.3,356
2021,5,8,5:20,UTC,3.5,375.3
2021,5,8,5:30,UTC,3.6,398.1
2021,5,8,5:40,UTC,3.5,417.1
2021,5,8,5:50,UTC,3.7,443.7
2021,5,8,6:00,UTC,4,466.5
2021,5,8,6:10,UTC,4.1,488.9
2021,5,8,6:20,UTC,4.6,512
2021,5,8,6:30,UTC,4.5,409.7
2021,5,8,6:40,UTC,4.9,587.8
2021,5,8,6:50,UTC,5,246.8
2021,5,8,7:00,UTC,5.5,569.3
2021,5,8,7:10,UTC,5.3,474.4
2021,5,8,7:20,UTC,5.4,624.2
2021,5,8,7:30,UTC,5.6,629.5
2021,5,8,7:40,UTC,5.9,645.1
2021,5,8,7:50,UTC,6.2,662.2
2021,5,8,8:00,UTC,6.2,679.5
2021,5,8,8:10,UTC,6.8,695.2
2021,5,8,8:20,UTC,6.9,711.9
2021,5,8,8:30,UTC,6.7,729.6
2021,5,8,8:40,UTC,7.1,761.8
2021,5,8,8:50,UTC,7.3,856.9
2021,5,8,9:00,UTC,6.8,349.3
2021,5,8,9:10,UTC,6.6,348.9
2021,5,8,9:20,UTC,6.8,974.4
2021,5,8,9:30,UTC,6.7,283.6
2021,5,8,9:40,UTC,6.9,890
2021,5,8,9:50,UTC,8,895.4
2021,5,8,10:00,UTC,7.6,304.1
2021,5,8,10:10,UTC,8.4,846.8
2021,5,8,10:20,UTC,8.3,850.7
2021,5,8,10:30,UTC,8.1,1061.4
2021,5,8,10:40,UTC,7.6,281.6
2021,5,8,10:50,UTC,8.6,478.7
2021,5,8,11:00,UTC,8.9,874.1
2021,5,8,11:10,UTC,8.9,884.8
2021,5,8,11:20,UTC,9.1,707.4
2021,5,8,11:30,UTC,7.7,199.9
2021,5,8,11:40,UTC,8.8,956.6
2021,5,8,11:50,UTC,9.5,745.1
2021,5,8,12:00,UTC,8.7,247.3
2021,5,8,12:10,UTC,8.5,385
2021,5,8,12:20,UTC,9.8,774.8
2021,5,8,12:30,UTC,9,307.2
2021,5,8,12:40,UTC,8.8,766.2
2021,5,8,12:50,UTC,10.3,791.4
2021,5,8,13:00,UTC,9.3,354.9
2021,5,8,13:10,UTC,9,243.1
2021,5,8,13:20,UTC,9.3,288
2021,5,8,13:30,UTC,9.1,181.3
2021,5,8,13:40,UTC,8.8,174.7
2021,5,8,13:50,UTC,8.8,177.8
2021,5,8,14:00,UTC,9.4,322.5
2021,5,8,14:10,UTC,9.6,360.1
2021,5,8,14:20,UTC,9.4,530.7
2021,5,8,14:30,UTC,9.8,462.1
2021,5,8,14:40,UTC,9.6,304.5
2021,5,8,14:50,UTC,8.5,138.2
2021,5,8,15:00,UTC,9.3,452.5
2021,5,8,15:10,UTC,9.2,202.9
2021,5,8,15:20,UTC,8.7,135.9
2021,5,8,15:30,UTC,8.6,257
2021,5,8,15:40,UTC,9.2,197
2021,5,8,15:50,UTC,9.7,319.9
2021,5,8,16:00,UTC,9,165.6
2021,5,8,16:10,UTC,9.3,267.7
2021,5,8,16:20,UTC,9.3,257.9
2021,5,8,16:30,UTC,8.4,113.1
2021,5,8,16:40,UTC,8.1,60.7
2021,5,8,16:50,UTC,7.9,137
2021,5,8,17:00,UTC,8.5,98.7
2021,5,8,17:10,UTC,8.4,176.1
2021,5,8,17:20,UTC,8.4,128.9
2021,5,8,17:30,UTC,8.3,108.5
2021,5,8,17:40,UTC,8.2,90
2021,5,8,17:50,UTC,7.9,68.5
2021,5,8,18:00,UTC,7.5,58
2021,5,8,18:10,UTC,7.1,30.3
2021,5,8,18:20,UTC,6.9,25.7
2021,5,8,18:30,UTC,6.7,10.2
2021,5,8,18:40,UTC,6.4,5.3
2021,5,8,18:50,UTC,4.8,2.3
2021,5,8,19:00,UTC,4.7,0.2
2021,5,8,19:10,UTC,4.5,-0.7
2021,5,8,19:20,UTC,3.9,-2
2021,5,8,19:30,UTC,3.7,-2.1
2021,5,8,19:40,UTC,4.5,-2.1
2021,5,8,19:50,UTC,4.6,-2.7
2021,5,8,20:00,UTC,4.3,-2.8
2021,5,8,20:10,UTC,4.1,-2.4
2021,5,8,20:20,UTC,3.8,-2.5
2021,5,8,20:30,UTC,3.7,-2
2021,5,8,20:40,UTC,3.4,-2.7
2021,5,8,20:50,UTC,3,-2.9
2021,5,8,21:00,UTC,2.4,-2.8
2021,5,8,21:10,UTC,0.7,-2.5
2021,5,8,21:20,UTC,2.3,-2.8
2021,5,8,21:30,UTC,2.6,-2.6
2021,5,8,21:40,UTC,1.8,-2.8
2021,5,8,21:50,UTC,0.5,-2.4
2021,5,8,22:00,UTC,-1.5,-2.3
2021,5,8,22:10,UTC,-2,-2.3
2021,5,8,22:20,UTC,-1.2,-2.7
2021,5,8,22:30,UTC,-1.1,-2.1
2021,5,8,22:40,UTC,-1.2,-2.3
2021,5,8,22:50,UTC,-1.5,-2.5
2021,5,8,23:00,UTC,-1.5,-2
2021,5,8,23:10,UTC,-1.5,-2.2
2021,5,8,23:20,UTC,-1.3,-2.3
2021,5,8,23:30,UTC,-1.9,-2.3
2021,5,8,23:40,UTC,-1.9,-2.2
2021,5,8,23:50,UTC,-2,-2.3
2021,5,9,0:00,UTC,-2.1,-2.3
2021,5,9,0:10,UTC,-2.1,-2.3
2021,5,9,0:20,UTC,-2.6,-2.1
2021,5,9,0:30,UTC,-2.8,-1.8
2021,5,9,0:40,UTC,-3.2,-2.1
2021,5,9,0:50,UTC,-3.4,-2.1
2021,5,9,1:00,UTC,-3.3,-1.6
2021,5,9,1:10,UTC,-3.5,-1
2021,5,9,1:20,UTC,-3.7,0
2021,5,9,1:30,UTC,-4,1.8
2021,5,9,1:40,UTC,-4.1,4
2021,5,9,1:50,UTC,-4.4,6.6
2021,5,9,2:00,UTC,-4,16.8
2021,5,9,2:10,UTC,-3.9,24.8
2021,5,9,2:20,UTC,-3.7,35.3
2021,5,9,2:30,UTC,-3.3,48
2021,5,9,2:40,UTC,-2.9,60.7
2021,5,9,2:50,UTC,-0.9,74.8
2021,5,9,3:00,UTC,-0.1,92.2
2021,5,9,3:10,UTC,-1.4,110.7
2021,5,9,3:20,UTC,-0.8,129.1
2021,5,9,3:30,UTC,0.8,148.8
2021,5,9,3:40,UTC,2,167.3
2021,5,9,3:50,UTC,2.4,187.5
2021,5,9,4:00,UTC,2.7,207.8
2021,5,9,4:10,UTC,3.3,228.8
2021,5,9,4:20,UTC,3.6,250.4
2021,5,9,4:30,UTC,3.9,271.9
2021,5,9,4:40,UTC,4.4,293
2021,5,9,4:50,UTC,5,315.4
2021,5,9,5:00,UTC,5.7,336.2
2021,5,9,5:10,UTC,6,357.5
2021,5,9,5:20,UTC,6.4,380.3
2021,5,9,5:30,UTC,6.8,401.8
2021,5,9,5:40,UTC,6.8,423.5
2021,5,9,5:50,UTC,7.4,443.4
2021,5,9,6:00,UTC,7.8,465.3
2021,5,9,6:10,UTC,8.3,486.2
2021,5,9,6:20,UTC,8.4,506.8
2021,5,9,6:30,UTC,8.3,525.8
2021,5,9,6:40,UTC,8.6,545.4
2021,5,9,6:50,UTC,8.8,563.5
2021,5,9,7:00,UTC,8.8,582.3
2021,5,9,7:10,UTC,8.9,598.5
2021,5,9,7:20,UTC,8.7,615.5
2021,5,9,7:30,UTC,9.1,631.7
2021,5,9,7:40,UTC,9.8,645.2
2021,5,9,7:50,UTC,9.7,664.4
2021,5,9,8:00,UTC,10.2,685.3
2021,5,9,8:10,UTC,10,710.7
